clean 	 stay night Hotel Fusion . great location , clean job tourist day . little bit funky smell , go away . one thing wall paper thin , expect hear many noise stay . say do , Hotel nice base trip , definately Hilton Marriott , decent boutique hotel . 
 Mar 8 2007 	 Loved Fusion 	 boyfriend stay Hotel Fusion first week March . pleasantly surprised cleaniness hotel . decor nice staff friendly helpful . room small comfortable cozy . bathroom nice size clean . 's plenty closet space . fusion affordable excellent location . block away Union Square Powell Market Street Cable Car Station . plus we . love shop . Hotel Fusion perfect location . transportation local attraction easy hotel . planning trip San Francisco budget highly reccommend Hotel Fusion . trip tip : SFO take BART Powell Street Station $ 10 round trip versus $ 45 taxi shuttle . hotel central air March keep window open nice breeze . also concerned noise - stay 5th floor away elevator . bring lap top - need cable however hotel business center 2 computer guest use . 
 Mar 6 2007 	 love Fusion 	 stay 4 night President 's Day weekend love Fusion . great location , near Union Square , Powell St. cable car BART station . we book & quot ; Climb Halfway Stars & quot ; online , great deal include pass valid bus , streetcar cable car ( BART ) . bargain . we arrive midnight desk clerk ask room preference . not stay , ask something nice think get nice double room hotel # 528 . corner unit extra window great value price pay ( $ 109 weeknights/ $ 119 weekend ) . room particularly large , fine price . their free continental breakfast nothing special , convenient . the room clean shower pressure superb . oh man , miss shower . room face street , noisy . love open window could hear clang , clang cable car one street over . the staff uniformly friendly . be fairly independent traveler , not ask lot hotel staff , guy seem give people good advice . we would definitely go back . 
 Mar 5 2007 	 great ! ! ! 	 friend wonderful stay Hotel Fusion . hotel new nicely remodel . people work helpful friendly . stay Rm 405 . 4th floor , city noise still pretty loud . surprisingly warm weekend window open . not think noise would bad window close . would highly recommendthis hotel . thank ! 
 Feb 28 2007 	 Great Value Complaints 	 since new hotel without much follow yet , good rate available timeMy room single room . ' ve rarely see hotel United States offer single room , applaud offer solo traveler opportunity pay space be use rather force pay two . may say room small , be use stay single room around Europe , will find room nicely size good shower large enough turn around . everything room new , fresh clean . feel like first person use . comfortable good heating hot water . bathroom nice line complimentary toiletry . room flat screen television good size quality clock radio . basket snack purchase desk , unlike mini - bar arrangement , price reasonable . the include breakfast set small room two door . self serve arrangement package croissant , muffin etc . decent coffee juice well basket orange sometimes apple . USA Today available lobby free . breakfast nothing exciting , not expect breakfast include , nice convenience money saver . find good way take put robe go breakfast room fill plate coffee juice cup take back room eat comfortably . get strange look guest , not look like great idea stand around small crowded room hallway breakfast . the location hotel superb . close Union Square , theatre , shop many nice restaurant . take BART airport , hotel close station . the staff hotel nice helpful . evening check , return pick store luggage . gentleman help invite sit cup free coffee lobby , freshen bathroom etc . overnight flight . hotel would not refuse thing , be unusual nice offer use hotel 's facility check out . this kind cute small San Francisco hotel teddy bear bed . functional decor , pleasant restful appearance . my negative experience deal Expedia book hotel . several day book , price stay drop $ 100.00 . Expedia refuse give new low rate make necessary cancel rebook incur unfair cancellation penalty $ 25 well void $ 50 discount Expedia coupon apply stay - loss $ 75.In future would book directly hotel . say website honor low rate offer website . 
 Feb 5 2007 	 basic true bargain 	 question Hotel Fusion one good bargain trendy part San Francisco , easy walking distance ( four block ) Moscone Center . staff friendly , knowledgeable , good problem solve . the downside Hotel Fusion old apartment building hotel remodel small , attractive , hotel room . thus bathroom would find tiny house -- quirky . postive : bed new comfy ; internet connection fast ( need bring long cable unless want sit floor next wall ) room spotlessly clean well - maintain throughout stay . hotel also quiet , even though seem book full . negative : bathroom standalone sink counterspace whatsoever . full - length mirror -- problem business trip need make sure looked pull together . lighting room extremely dim . poorly control heat problem January stay : modern interface attach old radiator , even turn heat & quot ; , & quot ; pipe give enough heat make room like blast furnace , require open window . ( obviously , would problem summer . ) complain , staff graciously move slightly less toasty room . so , mixed experience . would likely stay one - night visit extend business trip . 
 Jan 28 2007 	 Location 	 stay many hotel Union Sq area year one well one available today . renovate , mean really do well ! everything seem new clean . flat panel TV 's nice touch . room small side , buy lay well extrea clean well furnished . depend upon side face , bit noisy , consider age building , real problem . get room high floor possible . staff friendly helpful . everybody already state , location one block Powell hard beat . easy grab cab right outside front entrance . definitely bargain today SFO hotel market ! 
 Jan 25 2007 	 Nice Hotel $ 	 stay Hotel Fusion Fleet Weekend . hotel near union square Powell St cable car . location could not well . check uneventful . room not ready , noon . leave bag go lunch return room ready promise . room small nice . king bed , fridge nicely redo bath . air conditioning warm need window open night . street noise pretty bad , know would case booked room . overall would say get good value money . 
 Jan 19 2007 	 Trust concierge 	 review right regard wonderful location . certain room face building quieter , small , decide important . , room tiny well - decorate noiseproof -- far away elevator , , lot hall traffic . bed firm yet comfortable . good part : Concierge Rick know stuff come restaurant recommendation . dine important visit , really hit mark . miss Farmer Brown , organic soul food restaurant , couple block away . also list place Mission District ' m die try . everyone staff superb , outstanding . 
 Jan 4 2007 	 great location inexpensive close action without noisy 	 stay twice SF , want something close action without noisy expensive despite new , give go . no regrets - good value , friendly staff , large room ( set disabled ? ) , problem shower fix , could do storage shopping not worry continental breakfast - go powell diner not stop lunch ! quieter close powell cable car bell , close enough get cable car metro traipse home without go far hill past many wino . very recommendedfor thing - try USS Hornet aircraft carrier Alameda especially damp day lot energy walking step ! great knowledgable crew even give lift ferry terminal ! 
 Nov 30 2006 	 Hotel Fusion - Bang Buck 	 Great Location - Staff superb - full energy great restaurant recommendation . location around corner Public Trasport , around corner Union Square , across great restaurant - staff - kind fun chat . remember name welcome anytime question . room cozy 15 x 15 . not stay room even tho nicely decorate - great water pressure shower & amp ; great toiletry . 
 Nov 2 2006 	 clean pleasant great location 	 think room delightful . room twin bed small well lay . room fridge , hair dryer bathroom iron iron board closet . closet large enough accommodate stuff , work well keep clothe toiletry organise . room fresh clean decor soothe relax contemporary feel . bed comfortable bathroom spotless , love big fluffy towel , shampoo soap put . staff friendly helpful , downside wakeup call come one hour early request . concierge helpful arrange airport shuttle , come promptly . location excellent , close great shopping , Chinatown , cable car BART , immediate area safe , one vigilant unsavoury character wander around . breakfast nothing great , microwave breakfast room bring back doggy - bag favourite restaurant reheat later . would definitely come back . book Expedia well pleased price feel receive good value money . 
 Oct 27 2006 	 Better Price / Location S.F . 	 little concerned scared book hotel price reasonable , location great . queen room ( standard room ) , rate $ 109 / not . hotel directly willing match online price find , book directly . pay $ 33 / day Valet day , allow take car many time wish . really parking option , street parking limit time availability . hotel GREAT location . right heart Union Square . cable car 2 block ( right outside GAP ) , ton shop , i.e . GAP , OAKLEY , MACY 'S , PUMA , etc . area nice safe . plenty restaurant , etc . vacinity . now room . hotel look like brand new . seriously open week . drawback room size . slightly small average room , big deal . flat screen tv wall , clean nice overall . not expect nice breakfast . muffin , toast , OJ , etc . , totally sufficient . kidding , place great , will not find another hotel area price . People mention review noisy . not find . highly recommend hotel anyone , picky come hotel room ..... feel free e - mail question may . jonrhanson @ hotmail.com 
 oct 22 2006 	 great location comfortable hotel 	 fantastic location -- feel safe solo traveler . great shopping restaraunt nearby . minor problem room staff accomodate switch another room immediately . clean bathroom , nice shower . comfortable bed flat screen tv nice . would definitely stay . 
 Oct 16 2006 	 worth 	 Kinda ' bum pay top dollar stay week ( $ 225 / night ) . get top floor room nothing special . adequate work space laptop . also , wireless , need hardwire network jack be locate behind bed ( ! ) , charge buck not cable . bathroom small accomodating . counter space table place toiletry item . ugly color bathroom . gym , barely call gym , basement . be one crappy treadmill , even crappier eliptical , dumbell , room size large walk - in closet . perhaps laughable part stay & quot ; include & quot ; breakfast . consist Sam 's club - purchase muffin , croissant , white sandwich bread could use make toast . probably stalest breakfast food ' ve ever taste . wash tasty morsel water OJ dispense machine . as good , location suppose . within walking distance Union Square key shopping . concierge good , always suggest good place go quite friendly . also king size bed comfortable . if be look good place stay downtown San Fran , keep look . 
 Oct 16 2006 	 must miss something 	 return 2 night stay fusion stay . check - in take forever since 1 person work front desk 3 party ahead we . tell manager instruct front desk give we upgrade suite type room reserve ( deluxe double book 2 month advance ) . elevator work way 5th fl . room walk entire way . figure get temporary thing will overlook ... turn , elevator break weekend & quot ; suite & quot ; turn regular size hotel room divide half . one half daybe good putting luggage see closet size gym locker ( 12 inch wide ) . room bed totally claustophobic . return dinner notice incredible noise sound like helicopter roof directly we . call front desk request room change move we room directly last room . problem .. ton noise . call front desk finally able come regular room ( want along book originally ) . room much well ... big room , big closet noise roof . problem face street teh middle night could hear bottle throw garbage truck lot late - nite reveler . at $ 225 / night expect . know not get much money big city ' m sure could done lot well money . 
 Oct 10 2006 	 rip 	 hotel bad shape ! ! loud , dark , hot stinky ! ! picture website deceive . good idea going implement . 
 oct 9 2006 	 boutique chic cheap ! 	 pretty much flawless two three - star property . service adequate though bit language barrier check . however , spotlessly clean incredible location - 1 ( short ) block Powell cablecar , 1 block Market street streetcar , bus , Muni subway , BART . go anywhere city bay area . many restaurant fast food fine dining couple block radius . quite literally Walgreen 's drug store every block case forget toothbrush . formerly Gates Hotel , purchase San Fran 's ctwo chain totally renovate inside . virtually trace remain original save wood trim around window stair . feel like brand new hotel . three distinct design theme play . first modern asian , find lobby room . second like call & quot ; modern american hotel & quot ; guest hallway - serously kind law vertically stripe wallpaper two - tone beige ? every hotel stay trip wallpaper hall . third theme , find bathroom retro 30s-40s . be talk turqoise wall , small mosaic tile chrome fixture . note building appear vintage - facade art deco touch - bathroom new top bottom . the Room - & quot ; Deluxe Queen & quot ; small average american hotel room adequate one person . ' m sure would want put even couple space one side table bed , plus small writing desk , minibar , single closet . large room , available slightly high rate , might well choice child mobility problems.3 simple improvement could make : clothing hook bathroom , one curve shower curtain rod little space shower ( tub standard size ) change flourescent light hallway something bit character , least turn half night less light bleed door . the free breakfast bit cheap - toast , mini muffin , croissant butter jelly . Coffee , tea , orange cranberry juice , rather sad looking orange apple . much line get level . all great stay great value downtown San Francisco . back sure . 
 Oct 2 2006 	 great hotel 	 friend stay Hotel Fusion Sept 26 2 night . great location - close Union Square cable car turnaround , near Visitor Centre BART . room clean , bit small though , nicely decorate . staff friendly helpful . free breakfast 7 am 930am - muffin , bread toast crossant , well juice , coffee tea . great experince Hotel Fusion highly recommend ! ! ! 
 Sep 28 2006 	 good price excellent location 	 room small , clean comfortable . not try complimentary breakfast . location great , near Powell Street cable car turntable BART station , make get airport really easy . if arrive late can not bother go wander around look somewhere eat , could lot bad try italian restaurant opposite , Puccini & amp ; Pinetti . if sightseeing , also highly recommend get 3 day 7 day muni passport , allow unlimited ride muni vehicle , include cable car historic street car . 
 Sep 28 2006 	 Great Value Money 	 read glow review , decide take chance Fusion happy experience overall . front desk staff concierge extremely friendly courteous . room impeccably decorate immaculately maintain , even contain little flourish find top property ( like way towel lay , one flower - like shape ) . sizeable flat panel tv room , surprise , free high - speed internet access ( accord offer description Hotels , internet access suppose additional charge – pay $ 3 connection cable since ' , cover entire 7 - day stay ) . hotel locate prime tourist area extremely convenient public transportation ( careful wandering block west though , end notorious Tenderloin -- proximity ' really concern ' go ) . come gripe : internet connection jack right behind bed ' headboard , mean use laptop bed instead desk . get fatigue while . another thing : sometimes hum noise room . sure pipe what . also , maid service leave something desire . one morning , around 8 , one maid try enter room without knock first . grant , ' disturb sign door , think always knock enter , especially hour . on another day , place tip maid pillow leave hour . come back , room still make tip go . find really weird . on another day , one maid disturb afternoon nap ask leave cell phone room ( ' ) .The real kicker came check . check front desk ask drunk bottle evian room . answer , think " evian ? " , never see bottle water room ( even , ' stupid enough consume , give ridiculous price mini - bar type item ) . get home , check credit card bill find extra charge Hotel Fusion $ 7.90 . call hotel get put manager , explain charge evian bottle . tell never evian room , contact housekeeping staff , insist . reiterate ' , tell would remove charge immediately , manner say " ' sure believe " . suppose way know tell truth situation , add insult injury . certainly make regret tipping maid much do . however , negative ' even come close outweigh positive hotel . book reservation hotels.com get excellent weekly rate . really , ' hard believe rate 2 * hotel , since nice . okay , breakfast consist synthetic muffin , ' care breakfast anyway . 
 Sep 26 2006 	 great location great time 	 take trip San Francisco Labor Day weekend want post thank people write great review Hotel Fusion ! review right ; fact , throughout stay , keep say husband & quot ; review mentioned & quot ; & quot ; mention that . & quot ; street noise meager breakfast complaint , expect review ! wonderful place stay decent price heart city . close BART ( fly Oakland , AirBART BART Powell Street ) . right bus line daughter 's new pad - could not easy . lack air conditioning problem warm part season . request fan - husband need white noise sleep , drown 3:30 garbage truck noise . street noise bother , highly recommend request interior room . ( husband return follow week convention interior room , say much quieter . ) enjoy watch neighborhood go sleep wake outside window much worry noise . great shower , great towel linen , cool tv . comfortable night long day sightseeing . thank everyone ! 
 Sep 25 2006 	 never ever want come back 	 usually stay across street Monticello Inn , since book Fusion new hotel thought would give try . begin ( check ) seem one really know . check process seem last day . room assign accessible room . also locate next & quot ; storage room & quot ; little know also mean would constant loud motor humming sound / vibration room . although free high speed internet , be wireless ... remember bring cord else prepare charge fee . the bed hard , room warm ( AC ) make fan cool room . shower head break sit shower option . the valet parking actually hotel . work another company , guess go car . try fit car valet area , tell bell captain / concierge say car would get ticketed left . instead move car ask move not know valet service go pick car . get back car move ... pay $ 30 day ? not feel though many worker Hotel Fusion clear understanding job customer service mean . really suggest pay stay somewhere else . 
 Aug 21 2006 	 comfortable modern 	 surprisingly modern . feel like small hotel , room perfect . clean , modern , great shower . helpful staff . stay one night , really good location . 
 Aug 20 2006 	 Nice Hotel Great Value 	 great stay hotel week ... room clean service good .. Near Union Square nice resturant near hotel .. price pay really value money 
 Aug 19 2006 	 cozy nice hotel right city center 	 Fusion hotel right San Francisco city centre , step Union Square . room bite small clean well furnished . queen size bed comfortable bathroom good great shower . room flat screen tv wireless internet ( low fare ) . staff friendly helpful not delivery email . breakfast include restaurant customer force carry room . 
 Jul 24 2006 	 Nice Hotel 	 pay $ 132 / night -- good rate Union Square area . hotel nice room clean . pro : hotel staff friendly helpful , room nicely decorate spotlessley clean , location convenient BART lot shopping . con : in - room movie ( advertised hotel 's website ) , continental breakfast cheap ' ve every see . staff member tell plan upgrade next week , air conditioning work , location noisy ( hotel area probably noisy ) .Overall , like would stay . not think beat price ! 
 Jul 20 2006 	 Loved Fusion - Great Hotel 	 hi , girlfriend stay Fusion June 26th - July 3rd . arrive early afternoon , problem check in . all staff encounter stay curtious , friendly helpful . everyone front desk recetion clean staff . have problem street noise - be middle one popular area city , noise expect . the hotel 2 minute away Powell Street turntable / BART station / Market Street ( literally around corner ) , minute away Union Square . the hotel recently completely refurbish , real gem . the room 5th floor overlook street . great room - fair size new furniture , fixture fitting . extremely comfortable bed , nice large LCD tv wall end - perfect watch World Cup whilst lay bed ( 8 am morning remember ) .Nice bathroom . I would without question stay Fusion , would whole - heartedly recommend same.5/5 . cheer , Shane : - ) 
 Jul 17 2006 	 Clean Friendly 	 get back yesterday trip San Francisc ( July 16/06 ) . want everyone know stay fusion great ! staff friendly suggest great place eat . clean everytime maid come clean look like first time get . everything 's place . although room small cozy flat screen tv . would recommend hotel friend anyone still decide stay . also close great shopping restaurant . definitely consider stay . want thank staff fusion make we feel welcome especially Rich recommend eat Boca Peppe . great restaurant kid . Hope see . 
 Jul 4 2006 	 Nice Little Hotel money 	 take monthly weekend trip SF escape Central California heat summer , think know hotels Union Square area , walk Fusion ( ' ve stay Monticello Inn across street ) without ever notice ( time , see big sign outside - duh ! ) book due low rate compare competition Friday night stay , please well build renovated - literally everye near - brand new condition , great shape , lobby , elevator ( still lot old one many small budget SF hotel ) , carpeting , windows ( actually open easily ) , furnishing , include nice wide flat screen tv . minor complaint room small side , SF boutique hotel , sink bathroom , outside , get full size bed ( 2 we ) , would rather least queen , parking convenient ( valet parking $ 33 , though high , end park Union Square garage pay - duh we - ) . staff friendly , location great - block cable car , three block Union Square , 's safe area night . would definately stay , would recommend single couple ( family , due small size room ) . 
 Jun 28 2006 	 good boutique hotel 	 decide stay Hotel Fusion partner basis decent review expedia book 2 - night ' stay late June . recently revamp hotel pleased account - location perfect , room bright , furniture new , staff friendly . room rate include buffet breakfast - well , free flow juice , coffee , muffin toast - mean scurry food morning . even manage tap wireless connection neighbouring build free internet access . it would dream stay price except little - , rather major issue . room come air - conditioning , leave window open - summer , mean put street noise along Ellis Street day night . include occasional scream drunkard blare fire engine well car alarm . closing window , hand , lead sweaty sheet . must say 2 night restful . for reason , & quot ; 3 & quot ; rating ( well & quot ; 3.5 & quot ; score would appropriate ) award . would still happily recommend hotel budget traveller want clean functional hotel next Market / Powell Union Square . 
 Jun 27 2006 	 great little hotel Union Square 	 little skeptical price much less & quot ; big & quot ; hotel around Union Square -- really think go sketchy neighborhood . could not pleasantly surprised location . kitty - corner Renaissance Parc 55 -- right middle restuarant easy block away shopping . yes , room small basic . , impeccably clean well - appoint . towel soft large , bed linen new high - quality , bathroom stock generous amount Rusk product . surprisingly old build San Francisco , hallway musty old building smell . hard find ice machine ( one fourth floor ) front desk easy reach helpful . free breakfast really bread super - slow toaster , muffin , coffee / tea / hot cocoa , juice -- nothing exciting . great restaurant around -- want eat hotel anyway ..... feel price pay , could not ask well place stay . stay next time ' m SFO . 
 Jun 26 2006 	 great stay location 
 Jun 18 2006 	 Loved Fusion 
 Jun 15 2006 	 Bare - bone hotel clean 
 Jun 13 2006 	 Great Deal ! ! 
 Jun 13 2006 	 lovely staff nice clean hotel 
 May 25 2006 	 bad 
 May 13 2006 	 good value place stay 
 Apr 6 2006 	 well locate hotel 
 Mar 28 2006 	 relief 
 Nov 13 2009 	 Perfekte Lage toller Service guter Preis . Gerne wieder ! ! ! 
 Oct 1 2009 	 Cómodo pero mejorable aunque muy bien situado 
 Jul 20 2009 	 Excellent choix confortable très central et économique 
 Dec 30 2008 	 ? ? ? ? ? ? ? ? ? ? ? ? ? 
 Nov 16 2008 	 Hotel con un precio razonable bien comunicado 
 Oct 21 2008 	 excelencia en servicio 
 Oct 8 2008 	 Terriblement décevant 
 Sep 14 2008 	 Idéalement situé 
 Aug 27 2008 	 hôtel correct propre idéalement situé 
 Aug 20 2008 	 Hôtel situé à l'endroit idéal 
 Aug 10 2008 	 Nichts für Geräuschempfindliche ! 
 Jul 16 2008 	 Geniales Hotel 
 Jun 16 2008 	 Bon hôtel pour sa catégorie 
 Mar 23 2008 	 Muy buena relación calidad precio 
 Jan 14 2008 	 Parfait rapport qualité - prix 
 Jan 11 2008 	 hotel comodo 
 Nov 9 2007 	 Beste Lage gut Preis - Leistungsverhältnis 
 Sep 7 2007 	 Vicino tutto lontano da niente ! ! 
 Sep 4 2007 	 Poco confortevole 
 Feb 28 2007 	 Le trio gagnat : propreté situation qualité / prix 
