$ 	 $ 1800 Stolen room Sofitel New York Thanksgiving weekend ... hotel security & amp ; NYPD make report & amp ; said & quot ; likely & quot ; inside job & quot ; & amp ; good luck try recover loss & quot ; ... ' ve contact hotel manager say & quot ; deal NYPD never contact neither hotel regard steal $ ... responsible ! & quot ; ... would assume call 4 star luxury hotel would hire license / bond professional housecleaning / staff work apparently ! ... warn everyone stay hotel ... overrate ... booked & quot ; luxury king & quot ; room upon arrival give small standard room queen bed claim overbooke ... complain 20 minute , apathetic staff faux french accent major attitude finally agree comp us breakfast ... unbelievable ! ! ! definitely bad hotel stay ' ve ever encounter New York . frequently travel worldwide business & amp ; pleasure & amp ; never rob hotel room & amp ; treat poorly ... stay away hotel ! ! ! 
 steal money horrible customer service 	 book luxury king room check hotel give room key . notice room queen room call front desk make sure , say yes , queen room sell would comp we breakfast next day would also upgrade we junior suite king room last two night . think fair enough accept . next day someone move luggage new room everything go great . hotel seem little date , run kind way . 's great area like near Times Square . pet friendly dog we . end story would wonderful one , not . we gather thing check hotel partner notice money steal shaving kit . couple thousand dollar . immediately call hotel security insist call NYPD . indication room break clearly hotel employee . also , cash leave trip still full day NY . manager nothing let we keep room leave flight . top check person behind front desk try charge we breakfast say compe we . , would think suppose luxury hotel would note reservation state happen we would acknowledge plight , alas , , ask see manager still not acknowledge happen . call general manager , Florian Shutz , essence tell nothing could would help we take responsibility employee . guy would good testify Congress good give straight answer . either hotel thief work , hotel burgle guy / girl get room without key bust door . 
 Problem Solved ... 	 stay Sofitel New York November 25th - 30th time US Thanksgiving . first let say stay Sofitel Miami London - impress we review website Sofitel New York encourage we stay New York . stay New York numerous time far good value money . stay W midtown last time pay almost double bathroom could close door sit toilet - happy size quality hotel room . great location wonderful room . nice restaurant GREAT gym . staff wonderful one exception . story . I pay two room - junoir suite king room side side travel 5 yr old , mom sister law celebrate mom 's bday . plan put daughter sofa bed suite , mom king bed sister law king room . check breeze midnight , go pull sofa bed night find sofa fact sofa bed . call front desk tell yes , guarantee sofa bed , would figuure something night move we morning . 1 am finally go downstairs get answer go deal problem . front desk clerk clearly know ( discover rollaway bed entire hotel ) try good . evening manager saunter tell mom would sleep curl couch blanket alternative - quickly reply mom 60 year old would sleep curl couch - would find another room night sort morning - could displeased give we room night - sourly without apology . total JERK someone deal public . mom go bed new room fine - felt would resolve everything . morning amazing day manager approach us - apologetic clearly embarasse dealt night suggest mom take complementary room entire length stay . surprised shock - think one we would sleep rollaway entire 5 night - also send cake mom wish happy 60th chocolate we inconvenience . tell EVERYONE feel hospitality industry - make people unbelievable experience remembering - always recommend Sofitel young man action . already lovely hotel , go way make UNBELIEVABLE hotel great , great experience we . hope General Manager read comment promote guy understand business - already plan trip involve another Sofitel . come back 1000 time business . way go sofitel make guest know want ! ! 
 Sofitel -- Great NYC Family Getaway Hotel 	 Thanksgiving family vacation ( include 6 adult 9 child ( age 1 - 11 year ) make even enjoyable warm welcome receive Sofitel . staff could not friendly helpul . room good sized , clean , well appoint , comfortable . little touch like separate shower bath tub , small box chocolate , turn service lovely classical music Bose speaker appreciate even young member family . kudo make Sofitel lovely , elegant oasis midst hectic mid - town Manhattan . PS -- -great location many tourist & quot ; hot spot ! & quot ; 
 recommend 	 stay four night hotel nice especially big city location . ideally situate . get breakfast include bonus work expensive nice hotel . staff friendly helpful . 
 live expectation 	 Room - Hotwire 4 star rating well deserve sofitel.-staff fast , efficiant curdious.-decor edge opulant.-fridge deliver room extra charge.-prepriotory bed ensemble amazing ! -As high end hotel , pay use phone internet.-only 1 minor issue find work ice machine.-unbelievably quiet , hear 1 siren room . location-15 minute walk north Central park-15 minute walk south Penn station / empire state building-2 minute walk times square / broadway-5 minute walk Rockefeller centre / Saks fifthe ave-2 minute walk near subway station- $ 60 cab Newark airport $ 40 cab JFK ( take public transit ) -close many well review restaurant DB Bistro Moderne , Bubba Gump Shrimp Co . 
 perfect comfiest bed ever ! 	 arrive back three night stay Sofitel really fault . location great , short walk Times Square ten minute walk shop 5th Avenue Abercrombie Fitch , Bloomingdales , Tiffany ' etc etc well lovely Central Park . room 2017 , view Empire State Building Chrysler Building . room lovely , bed comfiest ever sleep room bathroom immaculate . room also quiet . staff attentive , friendly ball . breakfast include rate find Red Flame Diner door perfect feed start day . would hesitate recommend hotel back NYC would certainly stay . 
 right . 	 stay three night week ago partner friend love hotel . ask room next door high floor . request meet room , 2114 perfect . noise whatsoever one comfortable bed ever sleep . bathroom wonderful amazing shower good part bath . relax bath end day New York wonderful . towel plentiful check replace daily housekeeping perfect . every evening bed turn fresh bottled water leave bed . cocktail bar every evening go superb . whoever behind bar charm helpful staff encounter . not eat restaurant seem busy weekend . husband use gym twice impressed . hotel real 1930 's feel , romantic great lobby fire seem lit time . would definately go back would recommend friend . time , not see child . however , kid old enough go New York we would not hesitate stay . 
 nothing good 	 one hotel confirm high storey room u book it.very good smile service.location perfect . 
 good service could friendlier 	 good stay great location . feel staff could polite esp pay much . room nice not notice excess noise other complain . 
 fantastic location ! 	 return long weekend NY . first visit NY really please stay Sofitel . location fantastic , 5th 6th Avenue , short stroll Time Square . girlie shopping break , book twin room . room reasonable size bed really comfortable . bathroom nice . complaint whatsoever . iron / iron board room good hairdryer . tea / coffee make facility , maybe be british thing . anyway , find Starbucks nearby 5th Ave early coffee ! complimentary evian water room . we not eat drink hotel , restaurant seem popular large group people . the staff helpful . leave luggage hotel check return 6 hour later , able weigh case make sure not 23 kg limit ! 3 computer little room lobby free internet printer . never problem availability . wi - fi room , charge . the hotel not cheap . fact not think would able stay twin room expensive basic double , find good deal Expedia save £ 250 compare price booking flight hotel separately . good time go - Thanksgiving sale start ! ! would recommend hotel anyone want bit luxury central , quiet location . 
 Feb 3 2009 	 Loved Sofitel 	 husband stay Sofitel Times Square last weekend January . fantastic weekend Sofitel exceed expectation . we get early give option room 6th floor immediate check room high 2:00 . choose drop bag walk around city come back 3:30 . get back gentleman desk give we lovely room 22nd floor . ask town tell birthday . room lovely comfortable bed , nice view , lovely large bathroom great tub separate shower . dinner broadway show say , head back hotel get room small absolutely delicious cheesecake happy birthday napkin silverware bed nice card . delicious . everyone hotel gracious nice . get couple wonderful restaurant recommendation concierge great direction everywhere want go . hotel give we handy map arrange reservation . I nothing good thing say hotel . location great . 2 block Times Square 6th 7th . quiet location 5 minute walk middle Times Square . walkable Central Park , museum , theatre . great weekend wonderful experience Sofitel . 
 Jan 29 2009 	 Quiet comfort Manhattan 	 book one bed suite - high floor request . location one block east Times Square close sight sound , yet quiet location could country . all staff good cleaning prompt inconspicuous . New York January COLD doorstaff always smile joking give we warm familiar welcome time return . we could wish comfortable easy stay though we Brits New York also extremely expensive ( try $ 10 bottle water medium restaurant drink beer instead ! ) .if go N must place stay ' high position Tripadvisor justify 
 Jan 29 2009 	 Sofitel nice 	 come back weekend Sofitel NY . location beat - heart everything . get early ( around 2 ) let we check room . amenity nice towel bed clean . hd tv nice , . go bar night , bar fare well . trio fry good . staff attentive , yet not hover . pleasant assist we whatever want . we skip breakfast hotel ( $ 22 pancake ) , go diner next door , good . if & quot ; area improvement & quot ; would valet cost - $ 50 / day really get car need . take we get car , even call 30 minute advance . I recommend hotel would stay . 
 Jan 29 2009 	 amazing hotel ! 	 read review highly rate hotel go recent honeymoon truely say every bit good review make . grand luxurious treat well staff soon pull pavement . find upgrade King size room 22nd floor excited . room amazing , good size like picture depict . personally love bathroom huge shower favourite part bed . without exageration cosiest bed ever sleep life ! read review thought & quot ; special & quot ; honestly something else ! still miss every night ! drink bar meal restaurant highly recommend experience . concierge also helpful lobby indeed whole hotel beautifully decorate . nothing negative say hotel can not wait go back sleep bed ! 
 Jan 27 2009 	 big hotel - boutique feel 	 wife spend four night hotel agree visitor believe top hotel . , however , would like put word bar restaurant . bar serve light meal food service restaurant excellent price similarly establishment area . 
 Jan 27 2009 	 good 	 arive late hotel room tell concierge would case , room heating -8c outside difficult sleep.2nd day day city , return room make up.not great start type hotel.service personel find well suited buisness traveller 
 Jan 23 2009 	 18 '' closet space ? ? stun we view ! 	 count we among minority TripAdvisors return Sofitel . suite top floor ( 29th story ) indeed well - insulate noise , great view , appreciate fact window sheer black - out drapery . large , full marble bathroom nicely fit deep tub , separate , walk - in shower , toiletry heavily perfume -- orchid vase candle . large , flat screen tv 's living room & amp ; bedroom Bose clock radio br . 2 little bottle evian leave evening turn - down nice touch , even though bit chocolate would nicer : - ) willing overlook couple smallish stain rug fact shower handle fall strike foot ; thing happen . , furnishing / layout -- apart bed -- comfortable ( might find bed soft ) . surprising , lone closet rod 24 & quot ; wide part render unusable closet 's caddie iron board iron , leave less 18 & quot ; -- thus relegate we leave coat drape elsewhere able hang garment . shelf , several take fold bathrobe ( peg bathroom ) , blanket synthetic pillow promise in - room info booklet allergic & amp ; wicker basket laundry bag tuck inside . drawer space 2 narrow one bedside table . consequently , leave belonging pack luggage , sit place stow couple standard carry - on piece . read review speak glowingly closet space , appear room / suite configure alike ; travel solo , check be give & amp ; ask another room / suite available find face hang rod & quot ; real estate & quot ; cost ~ $ 30 / inch . bed top sheet , rather cover simply luxurious down - fill duvet . even be squeamish -- will assume change duvet cover guest -- uncomfortably warm . , highly recommend ask housekeeping make bed sheet & amp ; ordinary blanket retire . lastly , utterly indifferent service all - around ... expect , want , fawn , geez , would nice feel be part furniture . short , oddly bland & amp ; even irritate hotel experience be eager revisit . 
 Jan 19 2009 	 Awesome experience ! 	 book king lux room anniversary getaway weekend . the entire staff hotel wonderful . get room 29th floor learn upgrade we suite ! amazing ! view spectacular room amenity 5 star . king bed comfortable ever find hotel . need housekeeping staff de - feather bed linen ( due asthma ) could nice . weekend dream wonderful hotel stay NewYork year Sofitel far favorite . convenience factor can not overlook well . read review Red Flame diner street . cozy reasonable unlike hotel 's restaurant , Gaby 's . although Sofitel bit pricey soooo worth ! 
 Jan 18 2009 	 great hotel spacious room 	 first trip New York hear , generally , NY hotel room small price pay . recommend Sofitel friend spacious option . dissapointe . plenty room move , importantly , put shopping . bathroom seperate ( good sized ) bath shower . hotel room keep clean staff friendly informative . can not comment restaurant go meal . overall price pay would definately recommend hotel . 
 Jan 15 2009 	 Great Great Hotel 	 Searching Hotel NY ... ? look , find ... arrive 3 day stay ny . although first trip ny search hotel trip advisor , believe hotel worth position there . it expensive other find , afford , will not regret it . the Sofitel well locate , two block Times square ; room large , specially NY , great bed , great bathroom , well soundproof , modern furniture . the staff efficient , polite , check check without problem . the food restaurant great come quickly . in Summary : case find even well show picture . in favour : almost everythingagainst : hotel like free access internet room 
 Jan 10 2009 	 Sofitel NY simply good ... 	 yes ; yet another Trip Advisor junkie endlessly pursue good hotel around world , well mean value hard earn £ £ £ ' s . to honest still write Sofitel Suite 27th floor half break complete . unless earthquake chef blow build already past good expectation gem place . from start , whole experience Sofitel NY fantastic , warmth friendly staff ambiance whole place quite fantastic chilly town . book treat wife ' 40th birthday could happy concern " get right " . cake much appreciate . I usually start review hotel lowest ranking first although may sympathise folk comment believe come inept reason entire life , possibly offspring , ruin doorman talk people author manhandle luggage past onto trolley ( actually think one funny ) , water supply issue guy think Philadelphia lawyer " catch Sofitel " take time write letter explanation ' get water . someone even write call charge " Argentina " hotel room ! news basically people – look perfection ( kind obviously home ) open hotel ' forget charge earth phone call , room service , movie everything else discern traveller know . stay Sofitel NY pay million call Argentina , spend another million mini bar , remortgage house get room service , get angry maintenance man unblock toilet three second flat , never forget sometimes thing ' go plan - especially ' go direct use call " cheap deal " site book stay . seasoned traveller season Trip Advisor surfer easily read line torch wield vigilante honestly say comment would compel bother write review- backfire ? PS – never ever class benchmark Manhattan hotel 5 star around globe disappoint . 5 star rating die Dubai hotel start rate " " seven star … 
 Jan 10 2009 	 World ! 	 originally write review hotel , come back October 2008 ; never seem appear ? ! felt write something . I arrive boyfriend 5 night stay give room 2221 view Chrysler Building since celebrate birthday whilst New York . complimentary chocolate birthday cake bring day lovely touch . room : can not fault . spacious , bed die crisp , clean white linen . bose surround system . lovely turn service night . nice range french toiletry . Fresh Orchid Bathroom too . service : nice reception staff , cancel reservation behalf . helpful courteous . polite doorman . room service time food good . price would expect luxury city hotel . location : Superb . within walking distance Times Square , Grand Central Terminal , 5th Avenue . location , never wake street noise all . the lobby free internet access computer good service , quite busy time . overall , can not fault hotel . still rave since ' m back would definitely book return New York . 
 Jan 8 2009 	 great hotel middle big Apple . 	 stay 5 night . great 4 * * * * + hotel middle Manhattan . close Broadway 5th avenue . hotel clean room middle sized . bed great service fine . full hd screen room common Europe . would stay . book thrue Orbitz rate direct www.sofitel.com well . 
 Jan 6 2009 	 fantastic service perfectly locate hotel 	 arrive 30th December spend 5 night sofitel . 7 hour delay tired soon greate really friendly door staff look we immediately . stay suite 27th floor , although view great side hotel room clean , well decorate , good size facility would need . throughout stay concierge exceptional , speak get New York ask book Broadway show brilliant - could helpful . would recommend hotel anyone look great service perfect location . hotel situate next Times Square great location go either downtown . picky service reading review little concerned , however concern put rest immediately . 
 Jan 6 2009 	 Fantastic hotel ! 	 thrill Sofitel New York . third trip stay Hilton , Plaza ( refurb ) good ! book go another couple want keep cost find good deal turn amazing hotel . room lovely - good size ny - bathroom gorgeous - marble separate bath shower , bed standard sofitel bed amazing - feather mattress topper feather duvet feel like be sleep cloud ! not eat breakfast hotel like novelty diner much . location perfect - close enough Time Square shop . I generally not like chain - hate hilton style endless corridor identikit room hotel small hotel feel . room floor not feel like be huge hotel room little different . love - definitely stay next time be ny . 
 Jan 5 2009 	 wow - still oasis understated luxury 	 stay Sofitel Thanksgiving 1 December . would previously stay 2002 seriously impressed quality accommodation service hotel noticably diminish time . arrive around 2.30pm room already available - upgrade suite 29th floor great view Chrysler Building Bryant Park 1check super friendly welcoming - stay could got well start . suite remembered- - clean , spacious , comfortable quiet . never hear another guest entire stay . bathroom amenity include power shower fantastic water pressure , soak tub little touch include robe , huge fluffy towel , slipper Roger & amp ; Gallet Oatmeal toiletry ( excellent sensitive skin - perfumed ) . room service excellent housekeeping - everything replenish daily extra always leave . fresh flower bedroom ( orchid ) single orchid bathroom . turn service leave box chocolate bottle water every evening . not use hotel restaurant bar lot comment facility . mini bar room price not outrageous big city standard - however would still nice tea coffee make facility first thing morning ... day departure ask late check - out grant & quot ; pleasure & quot ; ( ask 4.00pm - although actually leave 3.00pm ) slight problem bill check modify immediately apology staff . concierge door man offer umbrella assistance rain able call cab airport without delay - great service always asmile . overall would categorise hotel understate luxury - quiet , efficient charming . staff go way welcome helpful . add brilliant location not think get well deal city . 
 Jan 5 2009 	 Tranquility middle Manhattan Sofitel 	 arrive Sofitel New York Christmas Eve first trip city . pleasently suprise exterior , website show new , tall . glass building , however entrance original edwardian facade , lobby reception area , beautifully decorate Christmas . exit lift realize new ' tower ' building . staff polite accommodate also unobtrusive , way like . concierge knowledgeable helpful . the hotel one bar one restaurant , use Christmas morning breakfast , pay $ 51 one continental breakfast one bowl oatmeal fruit , plus coffee juice do not go back ! red Flame 5 door fantastic hearty New York breakfast , though somtime wait seat , popular . our room 29th ( top floor ) pay upgrade ' City view ' room say ' city view ' amazing , unbelivable view Chrysler building . room quite spacious , big HD flat screen tv , internet access Queen bed . marble bathroom large fantastic shower cubicle big hotel bathroom ! complimentary toiletry Roger Gallet replace every day , hotel also operate turn service staff turn ' Bose ' sound system play classical music return evening ! one small niggle ( small not mention hotel ) quite bit noise lift shaft room ( 2920 ) something become less important walk length breadth Manhattan , become tired care ! apart hotel well sound proof noise outside seem tranquil . the Sofitel fantastic location stone throw 5th Avenue , 5 minute walk Grand Central , 5 minute bryant park , 5 - 10 Rockafeller centre , less 5 minue nearest subway . definitely use return , highly recommend other . 
 Jan 4 2009 	 fabulous comfy bed ! 	 stay Sofitel Thanksgiving 2008 sister four night . reception area welcome staff courteous polite . room 21st floor problem street noise . view good . hotel superbly situate close walking distance 5th Ave , Times Square good restaurant , Grand Central Station ( good breakfast venue opposite ) Rockefellar centre . bathroom spacious useful separate bath shower cubicle . room service price quite high , use local deli snack . truly british girl could not without tea morning take kettle bag we , hotel not provide complimentary . provide bottled water night ' turndown' . the bar great drank couple occassion arrive back worn desperate Bud . good bed .. comfortable hotel bed ever sleep .. like snuggle cozy nest , especially exhausted ! not eat hotel , feel rather pricey . find good breakfast locally ( Red Flame Diner - think tacky ! - well elsewhere ) .Thank previous review , book hotel back , would recommend Sofitel anyone seek central comfortable hotel . may pricey other extra worth every penny term location comfort , would stay , without hesitation . 
 Jan 3 2009 	 Fantastic hotel ! 	 husband stay week Christmas - love hotel . arrival , greet friendly reception staff inform we upgrade birthday ! lovely room 27th floor amazing view Crysler building . room perfect - gorgeous bathroom , comfortable bed linen , flatscreen tv , safe , mini bar etc . service thoroughly everyday also turn service evening . eat restaurant , although book Christmas Day . however , change mind see menu one show day . Gaby 's great evening cocktail yes , probably expensive , holiday ( birthday treat ) lifetime not worry ! would definitely stay hotel visit NYC . thing bug we bit could hear lift continually go time room minor concern . 
 Jan 1 2009 	 Metti make Experience Unique 	 recently stay Sofitel fourth time five night break . staff excellent , particular Metti . Metti make we feel home start finish . usual , Sofitel ideally locate heart everything New York . thoroughlly enjoy stay . Mary Eddie 
 Dec 30 2008 	 Good Hotel NYC 	 Sofitel nice , clean hotel NYC , pricey . room modern clean large bathroom nice tv 's . get room 21st floor good view city . bed linen comfy . lobby 's much look seem worn . good thing hotel location , 2 block almost everything . staff friendly , although concierge could bit helpful . overall good experience real complaint . Red Flame restaurant right street good place breakfast reasonable price . would stay ever NYC . 
 Dec 24 2008 	 average good 	 finish weekend getaway Sofitel average . obiviously room small . book luxury king room 16th floor . night water run upper floor everytime someone use bathroom . shower temperature lock can not turn water hotter . one sink horrible water control . view terrible . pillow awful . bed comfortable . one far mention parking $ 50.00 per night $ 45 fee retrieving car ( addition ) . location good close destination . eat hotel eat Mesa Grill ( also average ) Koi ( good ) . also see Wicked ( highly recommend ) . 
 Dec 24 2008 	 5th stay Sofitel 	 little background fifth consecutive stay Sofitel New York City . past five year wife stay hotel location , charm , service quality room . first two year ( review post ) service impeccable without question staff would ensure every request meet . last year ( 2007 ) noticeable decline hotel ( rug wear , wall slightly damage ) guess expect . limo forgot pick we airport call 4 - 5 time finally car pick we . fairness hotel fault car company use time . well , sadly year likely last Sofitel . service digress room start show age . problem air conditioner vent ( rattle ) could resolve , someone smoke cigar floor , tell odor would go away time . thing make look another hotel next year . second day four day stay come back room day city find room somewhat clean , pillow pillow case , duvet half towel miss . notify front desk think joke . sure enough check could explain oversight say , would try get someone room soon possible . well , 30 minute later housekeeping show say , sorry forgot . kid ? forgot . belabor point , change Sofitel sure good . still good hotel , yes ? great anymore money spend . 
 Dec 22 2008 	 good place ' ve stay NYC 	 travel NYC business time year . ' ve stay Hilton Sixth , Sheraton , Plaza , Grand Hyatt , Waldorf , Kitano . sofitel , dollar dollar , beat mile . terrific location . quiet elegant lobby , grand one classic tradition . good - sized room , nicely appoint quality furniture touch , generously - sized bathroom great sink space blasting shower . flat screen tv , Bose radio , plenty desk space , comfortable mattress bedding . service fine , doormen desk restaurant . pricey , pricey food , expect . breakfast pastry alone almost worth arm leg egg juice . small bar friendly skilled bartender , little plate munchie & quot ; free & quot ; drink ( sort fancy cracker olive ) . gym several machine , several aerobic machine , weight , ball , mat , towel , water -- ton extra space , claustrophobic ( unlike , say , room LA Biltmore workout center ) . pay around $ 375 /night business trip -- faint heart , fair price get . hotel choice , far , NYC ( least midtown ) . 
 Dec 18 2008 	 great hotel great location ! 	 originally book Waldorf Astoria see recent review change Sofitel . not disappoint . arrive around midnight cold New York welcome warm . show room spacious , great bathroom view onto Empire State Chrysler Buildings . eat breakfast Red Flame Grill yard hotel recommend reviewer could not fault . hotel great location - 5th Avenue great shopping within minute walk Times Square Grand Central Station . staff friendly helpful give 3 pm checkout last day - 15 minute due pick airport . bed really comfortable despite 's central location virtually noise - occasional emergency vehicle siren get big city . not use hotel restaraunt many great place eat nearby explore New York 's cuisine . would certainly recommend Sofitel would stay . 
 Dec 16 2008 	 lovely hotel european style lack certain something . 	 stay recently one large queen bed room . location hotel great , view Chrysler Building window , shock quiet restful inside room . room service food delicious , warn : time estimate give ( i.e . & quot ; breakfast 30 minute , ma'am & quot ; ) least double . one time take 1.5 hour get sandwich , least compe . two main complaint : towel robe feel scratchy sandpaper lobby blah . , towel . room retail $ 2k night ( get well deal , still ) , towel unbelievably scratchy , not . worth note , bed super comfortable soft sheet , though comforter top hot , frustrating blanket bed light option . second , lobby . upscale NYC hotel , would hope ambiance action lobby , something Ian Schraeger - esque . another reviewer say , be like stylish pass - through . miss opportunity part , think . overall , like hotel much , perfect upscale business travel visit ( long be careful plan room service call meeting ) fun trip city ... 
 Dec 15 2008 	 great first timer NYC 	 really surprised find package deal Expedia include hotel rank ( tripadvisor ) third New York . the good : ( 1 ) location absolutely superb . capture essence NYC jam 5th Ave Broadway - Times Square two block away . ( 2 ) gym great , plenty machine , free weight towel . another good feature gym open 24/7 via swipe access card use room . ( 3 ) bed awesome , lot warmth room controllable heating / air conditioning . appreciate window open well , sometimes clean staff spray awful ' air freshener ' make room smell stale . ( 4 ) front door man genuine helpful - extremely knowledgeable . make sure ask help direction unsure - remember deserve tip end journey . ( 5 ) power shower big bath - always bonus spend day walk street . the little thing : ( 1 ) room decent size well appoint . decor great - although still ' work picture Eiffel Tower room ! ( 2 ) bath robe extra towel nice touch . : ( 1 ) much view , ok - New York . want view go outside ! ( 2 ) desk service concierge ok . nothing special - nothing bad - run mill ... would stay , gym location . , would look somewhere cheap . 
 Dec 13 2008 	 Decent location bed rest ... 	 start positive : terrific location 5th Ave Broadway doorstep . bed , expect Sofitel , comfortable . and less good . suite ready arrival 3 pm . finally available , heating leave switch - take age warm place . heating equipment whatsoever bathroom : let repeat - heating , December , New York $ 900 + night room ! aircon noisy 27th floor , whir hotel 's roof fan way audible . room look tired . so - so view . housekeeping adequate . front desk staff ( Eric , ' m talking ) seem trifle clueless . public area nice enough attractive bar area . service bar hotel vary indifferent poor . not patch London Sofitel , location recommend . 
 Dec 10 2008 	 great location ; bowl hotel 	 vast majority review hotel positive certainly deny location perfect , within easy walk distance main tourist shopping attraction . the room comfortable well equip perfect . curtain room ( 918 ) stain , flat panel tv plonked table block half mirror ( big deal show lack think ) hair drier provide joke good quality hotel charge price . housekeeke provide something well immediately request surely standard . small point one make difference great hotel good one . most disappointing lack heart soul communal area . reception , lobby , concierge desk bar locate discrete section ground make feel pass series room rather build warmth atmosphere . silly point make stay early year Sofitel Water Tower Chicago great , high expectation New York fall short . Suffice say , give huge choice hotel NYC many equally good location , try elsewhere next trip rather return Sofitel . the service bar also shockingly slow - maybe quick drinker ! 
 Dec 8 2008 	 well good review 	 arrive via taxi La Guardia - drive 44th 6th see scaffolding leave obliterate sign Sofitel - panic - arrive door expectation surpass . friendly efficient staff front door reception housekeeping - faultless . convenience attaction amazing hesitation recommend hotel friend family . Stayed 15 - 20 October weather beautiful . return ! ! get breakfast diner scaffolding ( Red Flame ) ( going work upper floor ) great breakfast cheap ! endless coffee ! 
 Dec 3 2008 	 good hotel nyc 	 ' ve new york least twice year age good hotel ' ve ever stay in.we room 2028with view rock . staff superb dine therequite lot recognise welcome every night.the room spotless , location perfect shopping dining . would even think another hotel nyc 
 Dec 2 2008 	 ideal base New York 	 back 4 night stay Sofitel enjoy . stay room 2021 , bed comfortable bathroom large shower . side book smoking room confirm email arrive smoking room available say although room officially non smoking would send we ashtray , despite also ask chambermaid twice , ashtray ever arrive 4 day stay detract stay . as other say hotel great location 2 block Broadway . 20th floor overlook roof back wall hotel great view Chrysler Building look brilliant night light up . other mention Red Flame diner good , food good 100 yard hotel , turn right leave hotel . another good place breakfast Ellens Starlight Diner Broadway , 51st Street Broadway think . for dinner drink try St Andrews bar , turn right leave hotel 1 block leave , food good english beer tap mind boggle array whiskey . overall enjoy stay Vladimir concierge desk helpful , pleasant knowledgeable . staff pleasant leave doorman get we great deal trip Newark airport get we Lincoln town car , nice little touch luxury , cost $ 15 dollar less yellow taxi get Newark hotel arrive . 
 Dec 2 2008 	 Superb Hotel room 	 hotel like one ! know enjoy good rating Trip advisor ! Hotel Website seem cheap place book ? hotel truly lovely one stay . room maintain high standard . large flat screen television , bed pillow perfect even Bose radio easy operate alarm clock room . room 1403 allocate we separate shower bath , always nice feature rather shower curtain bath . reception entrance hotel high standard fault difficulty , fact , hotel work like one would never need complaint . overall great experience somewhere return New York merely yard Fifth Avenue great shopping well see sight New York . 
 Nov 27 2008 	 good 	 good location clean hotel . staff friendly close Time Square 
 Nov 27 2008 	 great hotel great location great service 	 book hotel base review site . disappoint ! upgrade King room 22nd floor amazing view Chrysler building . rate include breakfast lovely , would not pay separately would say quite pricey get . the concierge helpful ( confirm restaurant airport transfer reservation we ) doorman really friendly . the room lovely spacious bed , promise , good bed ever sleep . need invest one fluffy duvet style mattress cover ... 
 Nov 26 2008 	 nothing fault 	 Sofitel offer well locate respite city . recently stay three night can not fault aspect hotel 's service throughout stay . Location Fifth Ave two minute Times Square offer close proximity upmarket quiet cross street neighbouring bar , restaurant well neighbourhood . good size room bathroom ; faultless service . complaint . 
 Nov 20 2008 	 Good Quality Hotel Central Location 	 stay four night find hotel exactly reviewer describe . location good , midway 5th 6th avenue , 5 minute walk Times Square Grand Central Station . the room excellent , spotlessly clean daily . staff hotel helpful checking checking , honest , doorman depart , little contact we stay . I read travel many people recommend local diner breakfast . ( Red Flame ) - excellent place plenty serve up . the internet area little small , quite often busy try check email etc . could improve hotel . otehrwise , would recommend anyone visit New York . 
 Nov 14 2008 	 Great Location 	 wife stop Sofitel three night October 2008 . final leg world trip celebrate 25th wedding anniversary . great ! warm & amp ; friendly welcome great comfortable room . everything expect . yes , room little small side give we want . first visit New York , without doubt location great , 3 minute Times Square . would BOOK & amp ; RECOMMEND friend . one tip , go bus tour jump , go blue bus city tour red bus tour . load blue bus red one . 
 Nov 12 2008 	 Perfect stay 	 get back 3 night stay NY hotel perfect moment arrive departure . soon climb shuttle , staff hand welcome we take case room . we quickly check give upgrade room 19th floor lot space comfortable king size bed ever . beautiful bathroom excellent facility throughout . all staff helpful throughout room service bring wife complimentary cheesecake room arrival birthday . much know unexpected , great surprise show much cared guest . all fantastic . I see reviewer mention RedFlame diner door away . go everyday breakfast love . well worth visit 3 
 Nov 12 2008 	 not need worry - nice hotel 	 back 3 night stay weekend Sofitel . usual , book strength 's review expect will stay future . the location good everything want do / see 's fairly central . 5 min walk west be Times Square ( beyond , Madison Square Garden - well do Joe Calzaghe - great night ! ) . 2 Mins east be Fifth Ave . plus point location front onto 44th 45th street , not busy night , hence , not suffer much traffic noise ( not notice whatsoever 12th floor ) .Everywhere within hotel absolutely spotless . the bar nice , although close resident 1:00am ( nearby bar open ' til 4:00am ) .We use restaurant dinner pack quite lot trip , , food good . other may disagree actually not find staff overly friendly - good efficient help query not seem smile much . not big issue though have hard push find anything substance gripe . 
 Nov 7 2008 	 highly recommend 	 book trip NYC surprise boyfriend 30th end oct 4 night . come hotels sofitel stand read review tripadvisor . little apprehensive would not live hype thankfully say . location ideal . arrive hotel see bright light time sq along street great . good part : ( 1 ) friendly approachable staff- especially fantastic concierge service sort trip / ticket we suggest perfect place meal night town ! ! ( 2 ) bed truely comfortable , long day sight - see . queen size room spacious enough . ( 3 ) cocktail bar fantastic bar girl happy make we cocktail not menu - possibly well long island ice tea ' ve taste ! ! overall , would definately recommend sofitel , high price worth . 
